Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,BERT Label,confidence,True Label
HSzx-zryEgM,UgzHuS4qY1x_eVpDUE54AaABAg,2022-01-18T06:09:07Z,2022-01-18T06:09:07Z,4,I swear the soundtrack used for this trailer was f’ing SPOT ON,NON_HATE,0.9384837747,NON_HATE
HSzx-zryEgM,Ugzj9hqQybAXq0MyZeN4AaABAg,2022-01-13T09:18:40Z,2022-01-13T09:18:40Z,2,Iam watching this in 2022,NON_HATE,0.9749450088,NON_HATE
HSzx-zryEgM,UgzRibitE3ALNPX2MrZ4AaABAg,2022-01-11T22:50:02Z,2022-01-11T22:50:02Z,4,"I was randomly saying to my sister that the trailer was out long ago then I immediately so it was about 5 years ago, lol",NON_HATE,0.9749158621,NON_HATE
HSzx-zryEgM,UgwC-AsK6BaowzLn_S94AaABAg,2022-01-08T14:53:48Z,2022-01-08T14:53:48Z,2,Thougt it was doctor strange 2 offical trailer😆😆😆,NON_HATE,0.9705834389,NON_HATE
HSzx-zryEgM,UgyKWM6ALpYSh2lm9oR4AaABAg,2022-01-07T10:11:47Z,2022-01-07T10:11:47Z,9,Never thought its been five years since this came out and after few months we will be seeing another masterpiece.,NON_HATE,0.9729341269,NON_HATE
HSzx-zryEgM,Ugw7bVMwMwyfFWsrPHh4AaABAg,2022-01-01T23:22:34Z,2022-01-01T23:22:34Z,8,Anyone else here after Multiverse of Madness trailer?,NON_HATE,0.9761850238,NON_HATE
HSzx-zryEgM,Ugxrg8mTowB-MT1vGml4AaABAg,2021-12-27T22:18:13Z,2021-12-27T22:18:13Z,24,"after waching multiverse of madness trailer, now i realize that Dr Strange trailers are other level",NON_HATE,0.9582433701,NON_HATE
HSzx-zryEgM,UgwlnK5z6LlP-RTtyId4AaABAg,2021-12-26T18:23:04Z,2021-12-26T18:23:04Z,4,"We went from ""Wi-fi Password""
To ""Things just got outta hand.""",NON_HATE,0.9626945257,NON_HATE
HSzx-zryEgM,UgzsJbOkHXQ20GGs5gB4AaABAg,2021-12-25T22:08:08Z,2021-12-25T22:08:08Z,2,Omg,NON_HATE,0.9780728221,NON_HATE
HSzx-zryEgM,UgxDc9merK-THNvfXfJ4AaABAg,2021-12-25T14:37:00Z,2021-12-25T14:37:00Z,3,Multiverse is concept which we know about frighteningly little.,NON_HATE,0.975602746,NON_HATE
HSzx-zryEgM,UgwvnPbq_sGd8pFAAK94AaABAg,2021-12-24T06:38:54Z,2021-12-24T06:38:54Z,15,Who's here after Doctor Strange In The Multiverse Of Madness teaser trailer dropped today.,NON_HATE,0.9692357183,NON_HATE
HSzx-zryEgM,UgyoDEtOLLLL9g0hdQZ4AaABAg,2021-12-23T20:33:52Z,2021-12-23T20:33:52Z,6,Whos here after watching multiverse of madness trailer,NON_HATE,0.9658567905,NON_HATE
HSzx-zryEgM,Ugyx3t0evMgE6gJWaat4AaABAg,2021-12-23T19:20:51Z,2021-12-23T19:20:51Z,5,Dr strange multiverse madness movie will come in 2022 😉😉,NON_HATE,0.943441689,NON_HATE
HSzx-zryEgM,UgyUK3QFuE4S-HYXHDd4AaABAg,2021-12-23T09:37:49Z,2021-12-23T09:37:49Z,1,Here after the ds2 trailer and I can't wait,NON_HATE,0.9740896821,NON_HATE
HSzx-zryEgM,Ugxl5PpoqsGYzdtNntR4AaABAg,2021-12-23T09:10:26Z,2021-12-23T09:10:26Z,5,"Believe me, I have watched this movie 5 times and the trailer pulses is something else.",NON_HATE,0.9752527475,NON_HATE
HSzx-zryEgM,Ugy-8RbJAa2HW248_4p4AaABAg,2021-12-23T00:52:31Z,2021-12-23T00:52:31Z,6,Who’s here after watching multiverse of madness trailer ?,NON_HATE,0.9716198444,NON_HATE
HSzx-zryEgM,UgwEZiJFLh9dWXh8pBx4AaABAg,2021-12-22T23:15:31Z,2021-12-22T23:15:31Z,1,Can't wait to see Dr strange 2,NON_HATE,0.9749500751,NON_HATE
HSzx-zryEgM,UgxtGQfyP6wK4Je4nNl4AaABAg,2021-12-22T19:51:02Z,2021-12-22T19:51:07Z,0,Who's here after watching Multiverse Of Madness trailer?,NON_HATE,0.9746153355,NON_HATE
HSzx-zryEgM,UgynPRZsBd8oj5NZ9MB4AaABAg,2021-12-22T18:34:45Z,2021-12-22T18:34:45Z,2,"Who's Here after watchin Doctor Strange 2 Teaser and Spider Man No Way Home. 

😂😂😂😂😂😂😂😂😂😂😂",NON_HATE,0.9343112707,NON_HATE
HSzx-zryEgM,Ugwr9cXxZkRN33CrlS54AaABAg,2021-12-22T16:16:12Z,2021-12-22T16:16:12Z,1,This is the legend,NON_HATE,0.9696658254,NON_HATE
HSzx-zryEgM,UgzadJhxcKWpPCMEtHx4AaABAg,2021-12-22T16:16:03Z,2021-12-22T16:16:03Z,1,Ayo,NON_HATE,0.9780728221,NON_HATE
HSzx-zryEgM,UgzRnqMYzMyYtCxNsyh4AaABAg,2021-12-20T20:01:20Z,2021-12-20T20:01:20Z,1,I love this mobile.👍👍👍💪💪,NON_HATE,0.9759787917,NON_HATE
HSzx-zryEgM,UgyqPOmWYpjhKxV212B4AaABAg,2021-12-20T17:43:58Z,2021-12-20T17:43:58Z,0,Thing's have changed now 🛐,NON_HATE,0.9728394747,NON_HATE
HSzx-zryEgM,Ugwa9FoLHFFQnB0Gv914AaABAg,2021-12-20T15:04:58Z,2021-12-20T15:04:58Z,5,Spiderman no way h🕸️me,NON_HATE,0.9587320089,NON_HATE
HSzx-zryEgM,UgzfQpA-iUwBR-1P2ex4AaABAg,2021-12-19T16:15:23Z,2021-12-19T16:15:23Z,0,Wow so many great actors here...,NON_HATE,0.976133585,NON_HATE
HSzx-zryEgM,Ugw2pb_u5aOL4XA16Tx4AaABAg,2021-12-19T00:48:48Z,2021-12-19T00:48:48Z,5,Guys this is not Multiverse of Madness this is the 2nd trailer for the first movie lmao🤡,NON_HATE,0.9552385807,NON_HATE
HSzx-zryEgM,Ugweg2Mi-3JyVdf0l0x4AaABAg,2021-12-18T17:43:14Z,2021-12-18T17:43:14Z,0,"""This is no other way...""",NON_HATE,0.9641594887,NON_HATE
HSzx-zryEgM,UgwooteRtcNwBYfvq1l4AaABAg,2021-12-18T14:51:47Z,2021-12-18T14:51:47Z,0,Is this real?,NON_HATE,0.9781754017,NON_HATE
HSzx-zryEgM,Ugy_l2h8w7hFnZrnp114AaABAg,2021-12-18T14:09:11Z,2021-12-18T14:09:11Z,0,nice,NON_HATE,0.9584921002,NON_HATE
HSzx-zryEgM,Ugw3BnhakRoG0eff2OJ4AaABAg,2021-12-18T14:09:05Z,2021-12-18T14:09:05Z,1,cant wait to watch this in 2021,NON_HATE,0.9729107618,NON_HATE
HSzx-zryEgM,UgxwbCw149SGugbQQvN4AaABAg,2021-12-18T04:56:44Z,2021-12-18T04:56:59Z,1,The soundtrack is amazing definitely in my top 3 in mcu soundtracks,NON_HATE,0.969314754,NON_HATE
HSzx-zryEgM,UgwuwtFFlBkvwDSKuj94AaABAg,2021-12-18T01:15:06Z,2021-12-18T01:15:06Z,1,"After seeing No Way Home, I'm so hype for Multiverse of Madness",NON_HATE,0.9339382052,NON_HATE
HSzx-zryEgM,Ugx6EkTLeHTWZhLEdoR4AaABAg,2021-12-17T18:05:31Z,2021-12-17T18:05:31Z,2,can't wait for multiverse of madness aftet saw Spiderman no way home..,NON_HATE,0.7330175042,NON_HATE
HSzx-zryEgM,UgzV7GKLvF0zHdC66Il4AaABAg,2021-12-17T17:34:03Z,2021-12-17T17:34:03Z,3,I love how Stephen Strange went from a hurt doctor trying to find a cure for his hands to accepting his fate as a sorcerer,NON_HATE,0.9194393754,NON_HATE
HSzx-zryEgM,UgwnZRgGzsJdOIC1hxd4AaABAg,2021-12-17T11:02:31Z,2021-12-17T11:02:31Z,1,Watching Dr. Strange has the same feeling of being high on weeds.,NON_HATE,0.9725281596,NON_HATE
HSzx-zryEgM,UgwyInkofi7NmjzoJAt4AaABAg,2021-12-16T07:04:37Z,2021-12-16T07:04:37Z,1,Who's here after watching the multiverse of madness trailer with strange supreme??,NON_HATE,0.9733011127,NON_HATE
HSzx-zryEgM,UgwQB8JX07GTNoVNaId4AaABAg,2021-12-15T11:17:14Z,2021-12-15T11:17:14Z,0,"Is the ""ancient one"" character is one of the timekeeper said by the loki episodes 🤔🤔",NON_HATE,0.9583230615,NON_HATE
HSzx-zryEgM,UgyKPXCshCnT39EDQ-p4AaABAg,2021-12-15T10:05:06Z,2021-12-15T10:05:06Z,0,That Himalyan and Seen of Beauty Nepal: What a cinematrography💯,NON_HATE,0.9062066078,NON_HATE
HSzx-zryEgM,UgyJPHuzeuu2EvUvD8d4AaABAg,2021-12-06T19:30:04Z,2021-12-06T19:30:04Z,3,The most powerful Avenger,NON_HATE,0.9686704874,NON_HATE
HSzx-zryEgM,UgzGrM-ZDOFv7CSiWb94AaABAg,2021-12-06T07:42:14Z,2021-12-06T07:42:14Z,1,You cast Benedict Cumberbatch & hopes gonna be normal film? Hell No!!!,NON_HATE,0.9225218892,NON_HATE
HSzx-zryEgM,Ugz-ej_RK01PRpTmLFZ4AaABAg,2021-12-05T17:58:31Z,2021-12-05T17:58:31Z,0,ngl i always thought this was basically the mcu's cut of the matrix,NON_HATE,0.9722970128,NON_HATE
HSzx-zryEgM,UgxvEDpvA9iZMvrvqZN4AaABAg,2021-12-02T10:47:24Z,2021-12-02T10:47:24Z,1,Waiting Doctor Strange Into the Multiverse of Madness trailer.🥺,NON_HATE,0.9430666566,NON_HATE
HSzx-zryEgM,UgwrjnBwQn0_S6kxYHJ4AaABAg,2021-11-28T07:47:03Z,2021-11-28T07:47:03Z,2,Wong should get his own movie 😤,NON_HATE,0.9575176239,NON_HATE
HSzx-zryEgM,UgzcncskXZmSmdg2QgN4AaABAg,2021-11-27T19:35:58Z,2021-11-27T19:35:58Z,0,This is The Matrix.,NON_HATE,0.9718928337,NON_HATE
HSzx-zryEgM,UgzMVvbQLN8mzZ12gyt4AaABAg,2021-11-26T18:38:53Z,2021-11-26T18:38:53Z,0,"The Man Of Mystic Arts
DR. STRANGE💥❤️",NON_HATE,0.851581037,NON_HATE
HSzx-zryEgM,UgykHaJUpWmw_n-tFyJ4AaABAg,2021-11-25T15:34:04Z,2021-11-25T15:34:04Z,0,Hi,NON_HATE,0.9780728221,NON_HATE
HSzx-zryEgM,UgwA--MIyMxDmYgXD3x4AaABAg,2021-11-23T13:42:06Z,2021-11-23T13:42:06Z,2,Im too excited to have doctor strange 2 next year  that I came back to watch the epic trailer for the the first doctor strange movie，still love it，its the best❤️,NON_HATE,0.9514654875,NON_HATE
HSzx-zryEgM,UgyLdR0_WTQHG8o8gbx4AaABAg,2021-11-16T08:47:56Z,2021-11-16T08:47:56Z,4,this is actually one of the best marvel trailer,NON_HATE,0.9698296189,NON_HATE
HSzx-zryEgM,UgywYaa_YyW1hsI-v6Z4AaABAg,2021-11-14T19:16:21Z,2021-11-14T19:16:21Z,1,I come here once in a while to watch this masterpiece trailer cuts,NON_HATE,0.9695391655,NON_HATE
HSzx-zryEgM,UgySdsi-gO6YeuqhSNB4AaABAg,2021-11-11T16:37:35Z,2021-11-11T16:37:35Z,2,"Sherlock is Sherlock ! And Sherlock is NOT Strange !
(sorry, 100% MARVEL)",NON_HATE,0.9031136036,NON_HATE
HSzx-zryEgM,UgwzvuwAprFOWk1aVOp4AaABAg,2021-11-08T15:29:54Z,2021-11-08T15:29:54Z,1,My favourite character and favourite movie.,NON_HATE,0.9760713577,NON_HATE
HSzx-zryEgM,UgwkK5W1LQ7EGTiDped4AaABAg,2021-11-07T08:06:04Z,2021-11-07T08:06:04Z,0,"SO  SHWEEEETTT...much  love  Tee with  LIONS  NAMED LEO.[the music  worldwide}
YES...!!!!!!!....BOOM.....ONWARD...",NON_HATE,0.9394586682,NON_HATE
HSzx-zryEgM,Ugw0GHj9Eq0ENkKiPyd4AaABAg,2021-11-04T02:49:59Z,2021-11-04T02:49:59Z,1,Doctor strange // cool WhatsApp status HD quality //,NON_HATE,0.965986371,NON_HATE
HSzx-zryEgM,UgyHtB8Or8pveMO6QIZ4AaABAg,2021-11-02T02:57:25Z,2021-11-02T02:57:25Z,2,i remember i was shocked to see doctor strange in a solo movie,NON_HATE,0.9712958336,NON_HATE
HSzx-zryEgM,UgwBenxOuitPZUUmWoR4AaABAg,2021-10-28T17:17:08Z,2021-10-28T17:17:08Z,1,This is my best movie of marvel <3,NON_HATE,0.9729516506,NON_HATE
HSzx-zryEgM,UgySqr2boy6lQ9YHEHR4AaABAg,2021-10-26T08:22:54Z,2021-10-26T08:22:54Z,4,*This is cinema*,NON_HATE,0.9771717191,NON_HATE
HSzx-zryEgM,Ugxg42yVYRar1FXDSy94AaABAg,2021-10-25T04:40:59Z,2021-10-25T04:40:59Z,1,how could I bot know about him until now,NON_HATE,0.9752209783,NON_HATE
HSzx-zryEgM,UgzuEIfkVhAPUzIWbjp4AaABAg,2021-10-24T06:23:33Z,2021-10-24T06:23:33Z,0,qestion realty,NON_HATE,0.6438779235,NON_HATE
HSzx-zryEgM,Ugw_jhDNZ8BXct780dJ4AaABAg,2021-10-24T06:22:31Z,2021-10-24T06:22:31Z,0,Not that cool,NON_HATE,0.9749643803,NON_HATE
HSzx-zryEgM,UgwTdx34Tqp0l4Gge8d4AaABAg,2021-10-24T06:22:02Z,2021-10-24T06:22:02Z,0,Cool!,NON_HATE,0.9782115221,NON_HATE
HSzx-zryEgM,UgwYYkQigB4Xwp5grqF4AaABAg,2021-10-24T06:03:31Z,2021-10-24T06:03:31Z,3,They make movie on him but nott on ghost rider😠,NON_HATE,0.9669871926,NON_HATE
HSzx-zryEgM,UgwG60MowwIAx8vb4-J4AaABAg,2021-10-23T07:45:30Z,2021-10-23T07:45:30Z,0,What is very good animation Alphabet and the first to comment on this device please excuse any typos or grammatical mistakes and tries to cats and dogs and cats with the first to comment on this device please excuse any typos or grammatical mistakes and tries to cats and dogs and cats and dogs and cats and dogs and cats and dogs and cats and cats are not good night friends please please please please excuse the brevity and cats and kittens and the first to 👍👍👍 I am a young man he is the first to comment on this device please excuse any typos or grammatical mistakes and tries to cats and dogs and cats and dogs in this device,NON_HATE,0.965074718,NON_HATE
HSzx-zryEgM,Ugx4n4lDjYpCIlBE8Sl4AaABAg,2021-10-21T00:55:19Z,2021-10-21T00:55:19Z,0,This is not DR. STRANGE 2!,NON_HATE,0.972460568,NON_HATE
HSzx-zryEgM,UgyuILTuKzlqSEtTqF94AaABAg,2021-10-20T18:35:00Z,2021-10-20T18:35:00Z,2,Multiverse of madness where are you my love ?? It's been an eternity since this movie came out.,NON_HATE,0.9713566899,NON_HATE
HSzx-zryEgM,UgxzG3b0wR1hxLP3wTd4AaABAg,2021-10-19T18:00:36Z,2021-10-19T18:00:36Z,1,"Plot Twist: Dr.Strange Is Gandalf's Great Great Great GrandSon,On The Way To Shift Time And Destroy The Ring Before It's Made!",NON_HATE,0.9058752656,NON_HATE
HSzx-zryEgM,Ugztja_LFQpvT_CIaEF4AaABAg,2021-10-19T12:19:09Z,2021-10-19T12:19:09Z,1,"This was a great movie! Eastern Philosophy, Great CGI & graphics, Monk lifestyle, martial arts, everything awesome!",NON_HATE,0.9695807695,NON_HATE
HSzx-zryEgM,UgzqwiiMX2nl0cVAwPB4AaABAg,2021-10-16T14:57:41Z,2021-10-16T14:57:41Z,0,Not me watching the trailer after 5 years again,NON_HATE,0.9752781391,NON_HATE
HSzx-zryEgM,Ugxaikt0kQB0zwrQIxV4AaABAg,2021-10-12T08:58:46Z,2021-10-12T08:58:46Z,0,not the best not the worst marvel movie,NON_HATE,0.960426271,NON_HATE
HSzx-zryEgM,UgwgjzMBg7-x8Fn8YhZ4AaABAg,2021-10-11T01:46:12Z,2021-10-11T01:46:12Z,0,So dormammu was not shown is the 2nd trailer too xD,NON_HATE,0.9653362632,NON_HATE
